Author Name,ORCID ID,Title,DOI,Year,Citations,Research Method
Duk Gyoo Kim,http://orcid.org/0000-0002-8906-5630,Vaccination lottery,10.1016/j.econlet.2021.110059,2021,6,Unknown Method
Jasper Kenter,http://orcid.org/0000-0002-3612-086X,Deliberative ecological economics,10.4337/9781802200416.ch18,2023,0,Unknown Method
Herman Daly,http://orcid.org/0000-0002-9755-8179,Steady-state economics,10.4337/9781802200416.ch84,2023,0,Unknown Method
Thomas R. Sadler,http://orcid.org/0000-0002-5869-4549,Introduction to international economics,10.4324/9781003434900-1,2024,0,Unknown Method
Marlene Kim,http://orcid.org/0000-0001-8524-6242,The Problem of Gender in Economics,10.1177/04866134231199127,2023,1,Unknown Method
Roger G. Noll,http://orcid.org/0000-0001-9012-3773,Sports Economics on Trial: Alston v. NCAA,10.1177/15270025221078504,2022,2,Unknown Method
Guilhem Lecouteux,http://orcid.org/0000-0001-6602-7247,The view from <i>Manywhere</i>: normative economics with context-dependent preferences,10.1017/s0266267123000391,2023,0,Unknown Method
Ivan Mitrouchev,http://orcid.org/0000-0002-8960-4550,The view from <i>Manywhere</i>: normative economics with context-dependent preferences,10.1017/s0266267123000391,2023,0,Unknown Method
Kalle Hirvonen,http://orcid.org/0000-0003-2057-1612,This is US: Geography of evidence in top health economics journals,10.1002/hec.4128,2020,4,Unknown Method
 ,No ORCID,Formation of Local Budgets Revenues Under Fiscal Decentralization,10.32983/2222-4459-2023-5-187-195,2023,0,Unknown Method
Anatolii А. Vdovichen,http://orcid.org/0000-0002-4496-6435,Formation of Local Budgets Revenues Under Fiscal Decentralization,10.32983/2222-4459-2023-5-187-195,2023,0,Unknown Method
Olga G. Vdovichena,http://orcid.org/0000-0003-0768-5519,Formation of Local Budgets Revenues Under Fiscal Decentralization,10.32983/2222-4459-2023-5-187-195,2023,0,Unknown Method
 ,No ORCID,Formation of Local Budgets Revenues Under Fiscal Decentralization,10.32983/2222-4459-2023-5-187-195,2023,0,Unknown Method
Julia V. Tabenska,http://orcid.org/0000-0002-8590-7829,Formation of Local Budgets Revenues Under Fiscal Decentralization,10.32983/2222-4459-2023-5-187-195,2023,0,Unknown Method
 ,No ORCID,Formation of Local Budgets Revenues Under Fiscal Decentralization,10.32983/2222-4459-2023-5-187-195,2023,0,Unknown Method
Roberto Fumagalli,http://orcid.org/0000-0002-6108-1487,Preferences versus opportunities: on the conceptual foundations of normative welfare economics,10.1017/s0266267122000323,2022,0,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,Key Account Management,10.1201/9781003318392-17,2022,0,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,Supply Chain Management,10.1201/9781003318392-18,2022,0,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,Introduction,10.1201/9781003318392-1,2022,0,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,Understanding Markets,10.1201/9781003318392-4,2022,0,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,Retail Lubricants,10.1201/9781003318392-6,2022,0,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,Industrial Lubricants,10.1201/9781003318392-7,2022,0,Unknown Method
Pasquale Della Corte,http://orcid.org/0000-0003-4860-9512,Current Account Uncertainty and Currency Premia,10.1287/mnsc.2023.4949,2023,0,Unknown Method
Aleksejs Krecetovs,No ORCID,Current Account Uncertainty and Currency Premia,10.1287/mnsc.2023.4949,2023,0,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,Forecasting Lubricant Demand,10.1201/9781003318392-5,2022,0,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,Lubricant Market Communications,10.1201/9781003318392-9,2022,0,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,Lubricant Pricing Policies,10.1201/9781003318392-16,2022,0,Unknown Method
Prashant Kumar,No ORCID,A bibliometric analysis of extended key account management literature,10.1016/j.indmarman.2019.01.006,2019,52,Unknown Method
Arun Sharma,No ORCID,A bibliometric analysis of extended key account management literature,10.1016/j.indmarman.2019.01.006,2019,52,Unknown Method
Jari Salo,http://orcid.org/0000-0002-4661-2307,A bibliometric analysis of extended key account management literature,10.1016/j.indmarman.2019.01.006,2019,52,Unknown Method
Björn S. Ivens,http://orcid.org/0000-0001-8510-5212,Key account management as a firm capability,10.1016/j.indmarman.2017.09.026,2018,18,Unknown Method
Alexander Leischnig,No ORCID,Key account management as a firm capability,10.1016/j.indmarman.2017.09.026,2018,18,Unknown Method
Catherine Pardo,No ORCID,Key account management as a firm capability,10.1016/j.indmarman.2017.09.026,2018,18,Unknown Method
Barbara Niersbach,No ORCID,Key account management as a firm capability,10.1016/j.indmarman.2017.09.026,2018,18,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,Fundamentals of Marketing and Selling,10.1201/9781003318392-2,2022,0,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,Practical Sales Tactics for Lubricants,10.1201/9781003318392-19,2022,0,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,Detailed Lubricant Market Segmentation Methods,10.1201/9781003318392-10,2022,0,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,Lubricant Marketing and Sales Channels,10.1201/9781003318392-3,2022,0,Unknown Method
Hatim Rahman,http://orcid.org/0000-0002-5592-8143,Taming Platform Power: Taking Accountability Into Account In The Management Of Platforms,10.31235/osf.io/92k57,2023,0,Unknown Method
Arvind Karunakaran,http://orcid.org/0000-0002-6755-5815,Taming Platform Power: Taking Accountability Into Account In The Management Of Platforms,10.31235/osf.io/92k57,2023,0,Unknown Method
Lindsey Cameron,No ORCID,Taming Platform Power: Taking Accountability Into Account In The Management Of Platforms,10.31235/osf.io/92k57,2023,0,Unknown Method
David Bauman,http://orcid.org/0009-0002-8689-9442,“You Can’t Say That”: A Normative Account of Speech Rights and Limits in Organizations,10.1007/s40926-024-00316-0,2024,0,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,Devising Lubricant Marketing and Selling Strategies,10.1201/9781003318392-14,2022,0,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,Marketing Inputs to New Lubricant Development,10.1201/9781003318392-12,2022,0,Unknown Method
 ,No ORCID,Integrating economics into food safety monitoring,10.18174/583959,2022,0,Unknown Method
H.J. van der Fels-Klerx,http://orcid.org/0000-0002-7801-394X,Integrating economics into food safety monitoring,10.18174/583959,2022,0,Unknown Method
 ,No ORCID,Integrating economics into food safety monitoring,10.18174/583959,2022,0,Unknown Method
 ,No ORCID,Integrating economics into food safety monitoring,10.18174/583959,2022,0,Unknown Method
 ,No ORCID,Integrating economics into food safety monitoring,10.18174/583959,2022,0,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,“One-Stop-Shop” Solutions for Marketing Lubricants,10.1201/9781003318392-20,2022,0,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,Organisation for Effective Lubricant Marketing and Selling,10.1201/9781003318392-15,2022,0,Unknown Method
Andrew Webb,http://orcid.org/0000-0001-8042-963X,Actantial Insights: Making Sense of Sport for Development Performance Account Management,10.1080/24704067.2019.1669064,2019,5,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,Influence of Automotive Lubricant Packaging on Sales,10.1201/9781003318392-11,2022,0,Unknown Method
 ,No ORCID,"Development of the information society in Poland, taking into account spatial diversity",10.29119/1641-3466.2020.146.24,2020,0,Unknown Method
Paulina NOWAK,http://orcid.org/0000-0002-0461-8559,"Development of the information society in Poland, taking into account spatial diversity",10.29119/1641-3466.2020.146.24,2020,0,Unknown Method
Sekar Mayangsari,http://orcid.org/0000-0002-0787-5323,Indications of Manipulated Financial Statements: Evidence from Indonesia State-Owned Enterprise,10.25105/imar.v19i2.7113,2021,0,Unknown Method
PETR BRUSOV,http://orcid.org/0000-0003-3144-5574,Capital Asset Pricing Model 2.0: Account of Business and Financial Risk,10.20944/preprints202310.0347.v1,2023,2,Unknown Method
Tatiana Filatova,No ORCID,Capital Asset Pricing Model 2.0: Account of Business and Financial Risk,10.20944/preprints202310.0347.v1,2023,2,Unknown Method
Veniamin Kulik,No ORCID,Capital Asset Pricing Model 2.0: Account of Business and Financial Risk,10.20944/preprints202310.0347.v1,2023,2,Unknown Method
Dirk Klimkeit,No ORCID,Global Account Management,10.1007/978-3-031-50345-0_14,2024,0,Unknown Method
Pengji Wang,http://orcid.org/0000-0003-3195-3034,Global Account Management,10.1007/978-3-031-50345-0_14,2024,0,Unknown Method
Huiping Zhang,No ORCID,Global Account Management,10.1007/978-3-031-50345-0_14,2024,0,Unknown Method
Alexander Leischnig,No ORCID,Mind the gap: A process model for diagnosing barriers to key account management implementation,10.1016/j.indmarman.2017.07.008,2018,16,Unknown Method
Björn S. Ivens,http://orcid.org/0000-0001-8510-5212,Mind the gap: A process model for diagnosing barriers to key account management implementation,10.1016/j.indmarman.2017.07.008,2018,16,Unknown Method
Barbara Niersbach,No ORCID,Mind the gap: A process model for diagnosing barriers to key account management implementation,10.1016/j.indmarman.2017.07.008,2018,16,Unknown Method
Catherine Pardo,No ORCID,Mind the gap: A process model for diagnosing barriers to key account management implementation,10.1016/j.indmarman.2017.07.008,2018,16,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,Customer Support Services as a Marketing Aid for Lubricants,10.1201/9781003318392-13,2022,0,Unknown Method
R. David Whitby,http://orcid.org/0000-0002-7357-4414,Use of PR and Advertising Agencies for Effective Marketing,10.1201/9781003318392-8,2022,0,Unknown Method
Linda Hui Shi,No ORCID,Global account management: Knowledge resources and capabilities for relationship management,10.1016/j.ibusrev.2024.102315,2024,0,Unknown Method
Kristin Brandl,http://orcid.org/0000-0002-3380-3585,Global account management: Knowledge resources and capabilities for relationship management,10.1016/j.ibusrev.2024.102315,2024,0,Unknown Method
Jing Song,No ORCID,Global account management: Knowledge resources and capabilities for relationship management,10.1016/j.ibusrev.2024.102315,2024,0,Unknown Method
Shaoming Zou,No ORCID,Global account management: Knowledge resources and capabilities for relationship management,10.1016/j.ibusrev.2024.102315,2024,0,Unknown Method
Fang-Fang Zhang,No ORCID,Application of WeChat Public Account in Lifestyle Management of Polycystic Ovary Syndrome: a Cross-sectional Study,10.21203/rs.3.rs-130788/v1,2020,0,Unknown Method
Fan Qu,http://orcid.org/0000-0003-1851-1514,Application of WeChat Public Account in Lifestyle Management of Polycystic Ovary Syndrome: a Cross-sectional Study,10.21203/rs.3.rs-130788/v1,2020,0,Unknown Method
Kateryna Hrabina,http://orcid.org/0000-0003-0950-4486,"Method of the risk management of IT projects taking into account threats and
            opportunities",10.32347/2412-9933.2023.55.18-28,2023,0,Unknown Method
Vira Shendryk,http://orcid.org/0000-0001-8325-3115,"Method of the risk management of IT projects taking into account threats and
            opportunities",10.32347/2412-9933.2023.55.18-28,2023,0,Unknown Method
Michael Pedersen,No ORCID,Dewey’s Broad Account of Habit and its Relevance for Change Management: A Conceptual Clarification with Pragmatic Illustrations,10.1080/14697017.2020.1755342,2020,6,Unknown Method
Stephen Dunne,http://orcid.org/0000-0001-9924-6219,Dewey’s Broad Account of Habit and its Relevance for Change Management: A Conceptual Clarification with Pragmatic Illustrations,10.1080/14697017.2020.1755342,2020,6,Unknown Method
Manoj Gour Chintaluri,http://orcid.org/0000-0002-9591-1311,Key Account Management as a Differentiator in Trade-offs: The Case of Universal Heater Industries,10.1177/09728201241247099,2024,0,Unknown Method
Sujit Kumar Patra,http://orcid.org/0000-0001-9623-9777,Key Account Management as a Differentiator in Trade-offs: The Case of Universal Heater Industries,10.1177/09728201241247099,2024,0,Unknown Method
Santanu Mandal,No ORCID,Key Account Management as a Differentiator in Trade-offs: The Case of Universal Heater Industries,10.1177/09728201241247099,2024,0,Unknown Method
S. Yu. Agaurov,http://orcid.org/0009-0008-8192-2731,Adaptive management in oil and gas industry taking into account regional conditions,10.35854/1998-1627-2023-12-1523-1531,2023,0,"Theoretical, Modeling"
N. V. Zykova,http://orcid.org/0000-0001-7537-6860,Adaptive management in oil and gas industry taking into account regional conditions,10.35854/1998-1627-2023-12-1523-1531,2023,0,"Theoretical, Modeling"
I. G. Smirnova,http://orcid.org/0009-0009-8748-2412,Adaptive management in oil and gas industry taking into account regional conditions,10.35854/1998-1627-2023-12-1523-1531,2023,0,"Theoretical, Modeling"
A. O. Ivanov,http://orcid.org/0000-0002-4379-2648,Labour productivity management model taking into account organizational culture of enterprise,10.26425/2309-3633-2020-8-3-33-41,2020,1,Unknown Method
Chris A. Kelsall,http://orcid.org/0000-0001-6473-3551,"Ecological Management Accounting—Taking into Account Sustainability, Does Accounting Have Far to Travel?",10.3390/su12218854,2020,6,Unknown Method
Carolyn F. Curasi,http://orcid.org/0000-0002-0329-8514,Key account buying team members' emotional responses awarding multi-million dollar sales contracts,10.1016/j.indmarman.2018.05.005,2018,8,Unknown Method
James Boles,No ORCID,Key account buying team members' emotional responses awarding multi-million dollar sales contracts,10.1016/j.indmarman.2018.05.005,2018,8,Unknown Method
Rick Reynolds,No ORCID,Key account buying team members' emotional responses awarding multi-million dollar sales contracts,10.1016/j.indmarman.2018.05.005,2018,8,Unknown Method
Zef Arfiansyah,http://orcid.org/0000-0002-4279-6356,"THE EFFECT OF ENTERPRISE RISK MANAGEMENT, KNOWLEDGE MANAGEMENT, AND ORGANIZATIONAL CULTURE ON ORGANIZATIONAL RESILIENCE",10.25105/ijca.v3i2.9227,2021,1,"Quantitative, Theoretical"
Corina Joseph,http://orcid.org/0000-0001-8199-6791,The Relationship Between Jurisdiction and the Local Authority’s Online Sustainability Disclosure,10.25105/imar.v16i1.7585,2020,0,"Qualitative, Quantitative"
Heidi Christy Mingi Michael,No ORCID,The Relationship Between Jurisdiction and the Local Authority’s Online Sustainability Disclosure,10.25105/imar.v16i1.7585,2020,0,"Qualitative, Quantitative"
Evi Ekawati,No ORCID,Financial governance: Cases at Village-Owned Enterprises (BUMDEs) in Lampung Province,10.35912/ijfam.v6i1.1625,2024,0,Qualitative
Yetri Martika Sari,http://orcid.org/0000-0003-3350-7265,Financial governance: Cases at Village-Owned Enterprises (BUMDEs) in Lampung Province,10.35912/ijfam.v6i1.1625,2024,0,Qualitative
 ,No ORCID,Diversity in Business Development-Why Representation Matters?,10.35940/ijmh.e1557.019523,2023,0,Unknown Method
Harsh Bhalla,http://orcid.org/0000-0001-8167-4290,Diversity in Business Development-Why Representation Matters?,10.35940/ijmh.e1557.019523,2023,0,Unknown Method
Atif Ellahie,http://orcid.org/0000-0002-5241-8578,Management forecasts of volatility,10.1007/s11142-020-09567-4,2021,5,Unknown Method
Xiaoxia Peng,No ORCID,Management forecasts of volatility,10.1007/s11142-020-09567-4,2021,5,Unknown Method
Qianhua Ling,No ORCID,Identical ratios: a red flag of ratio management,10.1007/s11142-023-09814-4,2024,0,Unknown Method
Andrea Alston Roberts,http://orcid.org/0000-0001-8821-8802,Identical ratios: a red flag of ratio management,10.1007/s11142-023-09814-4,2024,0,Unknown Method
Milad Shahvaroughi Farahani,http://orcid.org/0000-0002-1588-7914,"""Black-Scholes-Artificial Neural Network"": A novel option pricing model",10.35912/ijfam.v5i4.1684,2024,0,Simulation
Shiva Babaei,No ORCID,"""Black-Scholes-Artificial Neural Network"": A novel option pricing model",10.35912/ijfam.v5i4.1684,2024,0,Simulation
Amirhossein Esfahani,No ORCID,"""Black-Scholes-Artificial Neural Network"": A novel option pricing model",10.35912/ijfam.v5i4.1684,2024,0,Simulation
Rolf Brühl,No ORCID,Communication after an integrity-based trust violation: How organizational account giving affects trust,10.1016/j.emj.2017.08.001,2018,36,Unknown Method
Jörn S. Basel,http://orcid.org/0000-0002-1454-4338,Communication after an integrity-based trust violation: How organizational account giving affects trust,10.1016/j.emj.2017.08.001,2018,36,Unknown Method
Max F. Kury,No ORCID,Communication after an integrity-based trust violation: How organizational account giving affects trust,10.1016/j.emj.2017.08.001,2018,36,Unknown Method
Elisabeth Brochet,No ORCID,How to account for irrigation withdrawals in a watershed model,10.5194/egusphere-2023-494,2023,0,Unknown Method
Sabine Sauvage,No ORCID,How to account for irrigation withdrawals in a watershed model,10.5194/egusphere-2023-494,2023,0,Unknown Method
